preference_key,movie_title,star_cast,rating,year,place,vote,link
2,Caracortada,"Brian De Palma (dir.), Al Pacino, Michelle Pfeiffer",8.235050220267725,1983,106,,/title/tt0086250/
3,Spider-Man: sin camino a casa,"Jon Watts (dir.), Tom Holland, Zendaya",8.2348995002436,2021,107,,/title/tt10872600/
4,Matar a un ruiseñor,"Robert Mulligan (dir.), Gregory Peck, John Megna",8.229403613892487,1962,108,,/title/tt0056592/
1,Taxi Driver,"Martin Scorsese (dir.), Robert De Niro, Jodie Foster",8.22925508753512,1976,109,,/title/tt0075314/
2,El golpe,"George Roy Hill (dir.), Paul Newman, Robert Redford",8.229032768479502,1973,110,,/title/tt0070735/
3,Ikiru - Vivir,"Akira Kurosawa (dir.), Takashi Shimura, Nobuo Kaneko",8.228993665269812,1952,111,,/title/tt0044741/
4,Los Ángeles al desnudo,"Curtis Hanson (dir.), Kevin Spacey, Russell Crowe",8.22574930042601,1997,112,,/title/tt0119488/
1,Hamilton,"Thomas Kail (dir.), Lin-Manuel Miranda, Phillipa Soo",8.225513333026367,2020,113,,/title/tt8503618/
2,"Up, una aventura de altura","Pete Docter (dir.), Edward Asner, Jordan Nagai",8.224136285161743,2009,114,,/title/tt1049413/
3,Fuego contra fuego,"Michael Mann (dir.), Al Pacino, Robert De Niro",8.22286661434428,1995,115,,/title/tt0113277/
4,Metrópolis,"Fritz Lang (dir.), Brigitte Helm, Alfred Abel",8.221265485347626,1927,116,,/title/tt0017136/
1,Snatch: Cerdos y diamantes,"Guy Ritchie (dir.), Jason Statham, Brad Pitt",8.22081111853475,2000,117,,/title/tt0208092/
2,Una separación,"Asghar Farhadi (dir.), Payman Maadi, Leila Hatami",8.220555030056163,2011,118,,/title/tt1832382/
3,Duro de matar,"John McTiernan (dir.), Bruce Willis, Alan Rickman",8.220282369217676,1988,119,,/title/tt0095016/
4,La mujer que cantaba,"Denis Villeneuve (dir.), Lubna Azabal, Mélissa Désormeaux-Poulin",8.218953618185514,2010,120,,/title/tt1255953/
1,Indiana Jones y la última cruzada,"Steven Spielberg (dir.), Harrison Ford, Sean Connery",8.218466601416335,1989,121,,/title/tt0097576/
2,Ladrones de bicicletas,"Vittorio De Sica (dir.), Lamberto Maggiorani, Enzo Staiola",8.217868675302908,1948,122,,/title/tt0040522/
3,1917,"Sam Mendes (dir.), Dean-Charles Chapman, George MacKay",8.212375061831223,2019,123,,/title/tt8579674/
4,Like stars on Earth,"Aamir Khan (dir.), Darsheel Safary, Aamir Khan",8.206519136998873,2007,124,,/title/tt0986264/
1,La caída,"Oliver Hirschbiegel (dir.), Bruno Ganz, Alexandra Maria Lara",8.204764578393494,2004,125,,/title/tt0363163/
2,Por unos dólares más,"Sergio Leone (dir.), Clint Eastwood, Lee Van Cleef",8.203831658730211,1965,126,,/title/tt0059578/
3,Batman inicia,"Christopher Nolan (dir.), Christian Bale, Michael Caine",8.202729144688897,2005,127,,/title/tt0372784/
4,Dangal,"Nitesh Tiwari (dir.), Aamir Khan, Sakshi Tanwar",8.198232954890255,2016,128,,/title/tt5074352/
1,El chiquillo,"Charles Chaplin (dir.), Charles Chaplin, Edna Purviance",8.194952505150109,1921,129,,/title/tt0012349/
2,Una Eva y dos Adanes,"Billy Wilder (dir.), Marilyn Monroe, Tony Curtis",8.191672003550194,1959,130,,/title/tt0053291/
3,El Padre,"Florian Zeller (dir.), Anthony Hopkins, Olivia Colman",8.184418948572686,2020,131,,/title/tt10272386/
4,La malvada,"Joseph L. Mankiewicz (dir.), Bette Davis, Anne Baxter",8.180269964949813,1950,132,,/title/tt0042192/
1,Green Book: Una amistad sin fronteras,"Peter Farrelly (dir.), Viggo Mortensen, Mahershala Ali",8.174198624397171,2018,133,,/title/tt6966692/
2,El lobo de Wall Street,"Martin Scorsese (dir.), Leonardo DiCaprio, Jonah Hill",8.170784798504055,2013,134,,/title/tt0993846/
3,Juicio en Nuremberg,"Stanley Kramer (dir.), Spencer Tracy, Burt Lancaster",8.168039373308826,1961,135,,/title/tt0055031/
4,Los imperdonables,"Clint Eastwood (dir.), Clint Eastwood, Gene Hackman",8.165217081891418,1992,136,,/title/tt0105695/
1,El laberinto del fauno,"Guillermo del Toro (dir.), Ivana Baquero, Ariadna Gil",8.163939236306534,2006,137,,/title/tt0457430/
2,Casino,"Martin Scorsese (dir.), Robert De Niro, Sharon Stone",8.163579896081108,1995,138,,/title/tt0112641/
3,Ran,"Akira Kurosawa (dir.), Tatsuya Nakadai, Akira Terao",8.163222233235683,1985,139,,/title/tt0089881/
4,Petróleo sangriento,"Paul Thomas Anderson (dir.), Daniel Day-Lewis, Paul Dano",8.154150276093898,2007,140,,/title/tt0469494/
1,El sexto sentido,"M. Night Shyamalan (dir.), Bruce Willis, Haley Joel Osment",8.15355913391855,1999,141,,/title/tt0167404/
2,Una mente brillante,"Ron Howard (dir.), Russell Crowe, Ed Harris",8.1533630309652,2001,142,,/title/tt0268978/
3,Monty Python and the Holy Grail,"Terry Gilliam (dir.), Graham Chapman, John Cleese",8.153293822532223,1975,143,,/title/tt0071853/
4,The Truman Show: Historia de una vida,"Peter Weir (dir.), Jim Carrey, Ed Harris",8.150434230509923,1998,144,,/title/tt0120382/
1,Yojimbo,"Akira Kurosawa (dir.), Toshirô Mifune, Eijirô Tôno",8.149283438491313,1961,145,,/title/tt0055630/
2,El tesoro de la Sierra Madre,"John Huston (dir.), Humphrey Bogart, Walter Huston",8.147994376310228,1948,146,,/title/tt0040897/
3,Rashomon,"Akira Kurosawa (dir.), Toshirô Mifune, Machiko Kyô",8.143500144479743,1950,147,,/title/tt0042876/
4,El gran escape,"John Sturges (dir.), Steve McQueen, James Garner",8.142584486655634,1963,148,,/title/tt0057115/
1,La isla siniestra,"Martin Scorsese (dir.), Leonardo DiCaprio, Emily Mortimer",8.141856681809227,2010,149,,/title/tt1130884/
2,Kill Bill Vol 1,"Quentin Tarantino (dir.), Uma Thurman, David Carradine",8.137145207916639,2003,150,,/title/tt0266697/
3,Parque jurásico,"Steven Spielberg (dir.), Sam Neill, Laura Dern",8.136810105462533,1993,151,,/title/tt0107290/
4,Sin lugar para los débiles,"Ethan Coen (dir.), Tommy Lee Jones, Javier Bardem",8.134885443708416,2007,152,,/title/tt0477348/
1,El hombre elefante,"David Lynch (dir.), Anthony Hopkins, John Hurt",8.13153833450624,1980,153,,/title/tt0080678/
